,0
53,"TENSIONES CON EL FMI|Con las reservas del Banco Central en el nivel más bajo desde 2016, el país deberá afrontar en marzo vencimientos por más de U$S 2.800 millones.
https://t.co/Nk15xq0y2O"
54,"@thiagoelano @ASIESTAMOS12 @edufeiok Decile a MM que les de algún dólar de esos que pidió al cuete y que hoy los boludos que no lo votamos, tenemos que pagar siendo que NK dejó el FMI en O, y vos encima arengas a este gobierno como si fuera que la Argentina está mal por el, ¡ANDA!"
55,@NataliaBSalvo No hay que extrañarse porque el intendente es parte de todo lo que paso y sigue pasando. Siguen soñando con volver y terminar de reventar a la Argentina con el FMI.
56,"Argentina: Consecuencias en cadena, paso por paso, qué podría pasar si el Gobierno decide no pagarle al FMI el vencimiento de esta semana  https://t.co/tKxFzcFTmz"
57,"Argentina: el acuerdo con el FMI, cada vez más lejano y complicado https://t.co/HADmqxzYXl"
58,Qué pasaría si Argentina posterga el pago al FMI https://t.co/zPTbmQDC96
59,"@sganqn @CMonczar Los créditos, avales y todo eso Argentina no los tiene desde 2016, hasta Macri lo explicó que trajo al FMI porque era tan grande su deuda con privados que ""se querían ir"" o que es lo mismo ""te cortamos todo""."
60,"@SergioChouza Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó."
61,"@hernanlacunza Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó."
62,"@heredfer Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó."
63,Argentina recibe a nuevo embajador de EE.UU. en medio de acuerdos con el FMI https://t.co/yUKy5VE2Sx
64,"@madorni Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó."
65,"@AldoGom88936168 Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó."
66,@bts_vs_fmi Desde hace mucho antes estaban los socialistas y comunistas en Argentina
67,"@AgenciaElVigia Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó."
68,"@GoldenTriumph Hay un matiz que poco se distingue en economías completamente quebradas y rotas sobrevivientes con lapsos determinados, Argentina es una bomba de tiempo sin tango. En 2 meses Boric en chile instalado revienta más que corralito con el FMI. @JMilei una burla. Adiós Argentina."
69,"@MontesJos Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó."
70,"@MartnPeiretti1 Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó."
71,Reapareció Alberto Fernández y reconoció que el FMI pide un ajuste mayor a la Argentina https://t.co/Y0UCV9Holm https://t.co/TGh3ETYVmt
72,Adiós 👋 Argentina. Solo 2 meses para ver rostro al FMI. Al caño el Comunismo 💩 https://t.co/hWlRkmUCh4
73,"@alfredocornejo @alferdez @CFKArgentina Los únicos que dejaron de rodillas a la clase media y a las clases bajas argentinas ante los organismos internacionales (FMI), fueron M.Macri, sus aliados de JxC y sus funcionarios del poder ejecutivo al contraer la deuda más obscena e inmoral de la historia argentina ."
74,"Argentina enfrenta una semana clave con el FMI: debe pagar U$S 731 millones 
https://t.co/V51Z2ueCWy - 25-01-2022 02:28 https://t.co/7Z07jghuuT"
75,"Y, generalmente, es así. Si debes plata y lo que tenés no te alcanza para pagar la deuda, te tenés que ajustar. Y esta vez tiene que ajustarse la política, porque la gente ya le robaron demasiado mediante impuestos. https://t.co/9Wo95y9206"
76,Y si le decimos a Santi Maratea que junte guita y ayude a Argentina a pagar la deuda con el FMI?
77,"“Tenemos derecho a crecer como nosotros queremos crecer”, afirmó el Presidente sobre el acuerdo con el FMI
https://t.co/UCt2kgMfyZ

#albertofernandez #crecimiento #argentina #fmi https://t.co/FBXt2Y0rtc"
78,"La estrategia de este gobierno está clara. Quieren romper las relaciones con el FMI,  para poner a la Argentina a la altura de Venezuela, llevando en un principio el dólar a más de 350 pesos. @alferdez está destruyendo el país y debe ser expulsado del cargo.
#elfindelperonismo"
79,"@RAMIROMARRA Totalmente, ahora , si tomamos una deuda impagable...de quién es la culpa? La tasa más baja de la historia , la deuda más cara del mundo. Históricamente cuando Argentina recurrió al FMI le fue mal, hoy no vamos a tener una excepción. Lo grave es todo lo q argentina se va a privar"
80,"Todo indica que cuando Alberto Fernández arribe a Beijing el 4 de febrero Argentina no tendrá cerrado aún el acuerdo por la deuda con el FMI.
Es por este motivo que aún se vienen dilatando las negociaciones. 

¡Este turro nos termina de hundir!"
81,"Quien pone el dinero para comprar el avion y para robarse 2 millones de dolares #Quien ?
@CFKArgentina lo dice abiertamente
el dinero lo ponen los estupidos importantes del @FMInoticias @KGeorgieva 

LaComplicidad del FMI lleva 40 anos de sangre argentina

https://t.co/4QZVHxxz8p"
82,"El FMI violó sus propios estatutos para darle un préstamo a Macri que sabía era impagable, su objetivo siempre fue condicionar la política económica y social de la Argentina, lo que hagamos frente a este chantaje definirá el futuro del país en las próximas decadas"
83,"El FMI: debemos ser sensibles ante la vulnerabilidad social agravada por la pandemia.
También el FMI: ¡Págame mi dinero que es 102% de tu pib, hijo de tu argentina madre!"
84,Argentina jugando game of chicken con el FMI…Alberto acelera a fondo al grito de “allahu akbar” con un Renault 12 ‘79  y espera que EEUU &amp; FRIENDS se aparten de la ruta con su columna de tanques M1 Abrams….asi estamos
85,"La deuda con el FMI no se va a resolver. ¿Por qué? Porque Cristina no quiere,  y el caprichito le saldrá gratis, quien deberá dar la cara será el títere de siempre. ARGENTINA ES INGOBERNABLE, sujeta a la maldad, ignorancia y delirios de quien manda sin asumir responsabilidades"
86,"@cuervotriulzi @RosanaLomb @desdeeltecho1 @martinyeza Totalmente, ese relato del desendeudamiento cada vez menos lo creen.
Hay que recordar que si bien Argentina le pago al FMI, esa plata surgió del préstamo por parte de Chávez. Provocando que nuestro país deba pagar más interés."
87,"@FMInoticias Paso 1: Gobierno Macri ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó.🤔"
88,"@alfredocornejo @alferdez @CFKArgentina usted es un cornejo que toma deuda para fugarla y beneficiar unos pocos ,usted es responsable de la creación de la Gestapo ,de la persecución política y de endeudar a la Argentina para estar sometida al FMI . Háganse responsables porque ustedes son la pata civil de la dictadura"
89,"@Lupo55 El sujeto parece que desconoce el contexto en el que se recurrió al FMI, que fue gracias a que la deuda que dejó la Ladrona de la República Argentina, era tan grande que la banca común ya no nos presta más, aún en la actualidad, el FMI, pide manejos coherentes, nada más robo no.-"
90,"@alfredocornejo @alferdez @CFKArgentina No es Alberto quien tiene que llegar a un acuerdo, en todo es el estafador Fmi quien tiene que acordar y aceptar las condiciones que imponga la Patria de San Martín. A la Argentina se la respeta !!!"
91,"La deuda externa es de 323 mil millones!Al 5% anual, son 1.600 millones de intereses!Al FMI le debemos 40 mil millones!En 10 años, tenemos que pagar 4.000 mil millones x año!Si no cambiamos en serio,vamos a default todos los años por los siglos de los siglos!!Pobre Argentina!🤦🏻‍♂️✌️"
92,"Mientras la marina mercante mundial creció desde 1939 a 1951 un 31%, la marina mercante argentina aumentó un 286.6%.
Fue uno de los motivos principales por el cual casi lo matan en la plaza, 
También apenas asumió le dijo no al FMI, tildó de sospechosos acuerdos Bretton Woods https://t.co/EEVOsXq3vN"
93,Cronista | La plata está ¿pero qué pretende la Argentina antes de pagarle al FMI? https://t.co/vsRnhjJkLl https://t.co/eaQb4YORAP
94,@Pontifex_es Escucha Francisco Argentina necesita un préstamo de 50 mil millones de dólares para devolver al FMI que robó Macri. Un abrazo
95,"Lucky Luciano tuvo a dos judíos como lugartenientes, Schultz-Lansky, Don MAURICIO, lo tuvo al EVASOR que afirmó que ARGENTINA estaba desendeudada y planeó el enorme endeudamiento con el FMI y SAQUEARON LA ARGENTINA https://t.co/Kj0GxxRNHs"
96,"@Sandra39345469 @mauriciomacri Presos inhibidos embargados necesitámos sus Papers
Deuda FMI impagable estafa hubo un ardid y dos partes para una estafa ese grupo de gobierno y los delFMI el socio mayoritario E E U U 
 El embajador nuevo del imperio es persona no grata para Argentina https://t.co/lFqHvYTKpO"
97,"El Golpe de Estado en Bolivia, los bombardeos en Siria, el crédito récord del FMI a Argentina (y la actitud en la renegociación), el asesinato de Soleimani, las provocaciones a Rusia en Ucrania... Las películas estaban erradas: no hay reyes malos, el Imperio del Mal es una elite"
98,¿Argentina le puede pagar al FMI? Probablemente hoy si. Pero también hay que pagar en febrero y en marzo. Y los cálculos de los especialistas dicen que no se puede pagar en marzo.
99,Che yo quería q ganara los 100k spreen para q argentina pague al fmi 🤣
0,"@javiernavia Cristina Fernández tuvo sus escalas misteriosas en Seychelles, un paraíso fiscal, ahora es Fernández (Alberto) quien también tendrá la suya en otro paraíso fiscal, #Barbados. ¿#LavadoDeActivos?

Sigue la joda peronista... Mientras tanto, vos no llegás a fin de mes."
1,"@lunazaroldan @florenciarietto Che vos sos deo gob de cientificos que, quiero estar peor cuando el dolar estaba a 40, y estaba peor, con el asado a 200, como se ve que sos un ignorante, acepta que el peronismo y el peronista es una mierda, sin miedo, 80 años de miseria...ahh pero macri"
2,@RDFRecl @Alejoaking @jlespert @MiguelPichetto Por qué un peronista?
3,"@elalesound2 @thefurfather @Gatitaflora1 @revisbarcelona Ademas no importa defienden el golpe de estado que trajo a Peron
Y mas alla el gobierno peronista se chupo todas las reservas de los creditos por exportaciones de la guerra para la obra publica, se los chupo y termino disminuyendo la obra publica,intentando reducir wl deficit,etc"
4,"@ahatum Andrés, buenos días. El enorme Winston no tenía peronismo en su país. Claramente el guió y transformó a Gran Bretaña pre, durante y la post guerra; pero aquí se hubiera convertido en un barón del conurbano peronista. 
🤣🤣🤣"
5,@eduardo_mira @florenciarietto del 2002 al 2003 cuanto creció la probreza? Pasó algo ahí? no habrá habido un ajuste y devaluación hecho por un peronista acaso que la subió un 25%? que luego se dilapidó en 2003-2015?
6,@LANACION Que al peronista le gusta que le mientan y le roben
7,"@Lupo55 Y 23 años de peronismo desde el regreso de la democracia, cada presidente peronista peor que el anterior peronista, dejaron un pais empobrecido , deficitario y endeudado"
8,"@EldiariodeLeuco 🔴 Siempre gobernando para atrás, sin sentido común, manteniendo el estatus quo de una élite peronista que solo quiere está  en poder para mantener su estilo de vida. Para lograr eso, hacen estás gestiones que atrasan."
9,"@granbocon @rimoldi_andres @Vinocontonica @mellevaelhuayra Es peronista Loko, no le pidas que razone."
10,"@Gamaleya2 @fllorenteantoni Quiere decir q P. Bullrich no tiene ideología, anduvo por todos los partidos d acuerdo a su conveniencia del momento, no tiene ideales, todo lo hace por oportunismo. Hoy critica al peronismo, cuando ella fue peronista. Además, fue montonera, y hoy está con la extrema derecha. https://t.co/AkikrTd7FE"
11,@LuisitoVolador_ @MiIeiSheIby123 @Liberal_ismo Que pobre pajero que sos. Bien de termo peronista.
12,@ivyseptiembre81 Y peronista 😉
13,"@fabipa90 El chino del super donde íbamos con los compañeros de la básica, cantaba la marcha peronista  para saludarnos. Un capo!"
14,@elturkomendez @CarlosMaslaton pero si tenes a un peronista como foto de perfil kjjjj
15,"@damenacho @CAutoctono @Sickboy_Galpon @FernandoMarull El que venga, y espero no sea peronista, no tiene que arreglar nada. Sólo dedicarse a desmantelar el peronismo/kirchnerismo/sindicalismo. Luego todo se acomoda sólo."
16,"@RedMax76954163 @PatriciaManfre9 @musa_nancy al videla lo promovió peron
a rucci lo mato gente que hoy esta en el gobierno
la Triple A fue peronista y esa si fue como la gestapo que hoy tanto nombran
el peronismo fue a golpear las puertas de los cuarteles porque Montoneros se lea fue de las manos
estudiaron en paka paka?"
17,"@El9deNepal Peronista. Mentendesss???😎🤭😂😂✌️
Gracias querido! 😉"
18,"Buenos días compañeros ✌️👋 buen martes para todos , que sea en paz y obviamente peronista este día , abrazo grande desde acá ✌️🇦🇷✌️🇦🇷✌️"
19,@todonoticias @RoGSaravia Y que mas se podía esperar si hay un gobierno peronista lleno de chorros y vagos inmundos.
20,@faviore @BumperCrop1 ¿Su padre tenía calor peronista?
21,@Guedistaa Te faltó el peronista
22,@PERIODlSTAPERON Solo un peronista puede creer eso
23,@gabicerru Caradura! Lo mando matar  un corrupto peronista vinculado al gobierno corrupto de Menem.
24,@lunazaroldan @florenciarietto Jahaja me haces cagar de risa!  Y ahora? Estamos bárbaro??? O sos fanática y peronista….
25,@edgerome Es peronista. Fin.
26,"Entre los aliados del gobierno peronista, ninguno en celeste o azul. Dime con quién andas... https://t.co/dkC3Oy41rf"
27,@eraserena Ilusión de peronista...🤣🤣
28,Juan Domingo Perón era tan grande entre los Argentinos.. que hasta Macri quiso hacerse el peronista inaugurando una estatua en su nombre.. https://t.co/2X5N0wDZHr
29,"@MorochaNati_80 Que los cumplas muy feliz naty querida!! 🤗🥳🥳🥳🥳 que se cumplan todos tus deseos , abrazo peronista!!!"
30,"Estos (sólo algunos) delincuentes, terroristas, asesinos, jefes de bandas, entregadores de compañeros, son el soporte del gobierno peronista. Vos los pagas y mantenés con tu voto, Brayan!!!!!! https://t.co/hEhYjA2jAF"
31,"@Pedro_E9 @danufer404 @EtcheTatina @Nsnc2019 @infobae ""peronista"" el boludito es otro✌🏾"
32,"El punto en común entre un conservador y un peronista K.

Fiesteros y sin dignidad alguna https://t.co/k43rqZyQNv"
33,@MiltonFriedom5 Aparte del mismo jxc ya sabian que la formula era un manotazo de ahogado en 2019... Hay que ser demasiado iluso para pensar que el peronista no se va a dar vuelta de buenas a primeras. Cuantos Massa necesitan?
