tweet;sentiment;;;;;;;;;;;;;;;;;;;;;;;;
@f1_historia 2008 Ferrari era mejor, pero los pilotos, entre raikkonen que estaba de vacaciones y Massa que bueno, es Massa, Hamilton tenia que ganar ese mundial si o si, que no le quito que fue por pilotaje, pero no fue un milagro. El resto, bastante de acuerdo.;1;;;;;;;;;;;;;;;;;;;;;;;;
Ayer ví #TerminatorDarkFate no entendí nada ?? pero gocé con las actuaciones de Linda Hamilton y Arnold Schwarzenegger. Fué bonito verlos juntos otra vez...;1;;;;;;;;;;;;;;;;;;;;;;;;
"Y si Hamilton decide irse de la #F1... 

¿Quién podría tomar su lugar? ??

https://t.co/kEZXDpOLSy";1;;;;;;;;;;;;;;;;;;;;;;;;
si le obsesione con Hamilton como te diste cuenta ksbdjdbbd https://t.co/ue1q4LO2KM;1;;;;;;;;;;;;;;;;;;;;;;;;
"Coulthard: ""El shock de Abu Dhabi fue mayor en Wolff que en Hamilton"" https://t.co/pV1CJf4dUb";1;;;;;;;;;;;;;;;;;;;;;;;;
"""Atención a Fernando puede pasar a los Mclaren velocidad total guau tercero fernando vamos a ver en la frenada puede recuperar posicion hamilton ??caramba con los aliados guau"" https://t.co/mrDEYFcq9y";-1;;;;;;;;;;;;;;;;;;;;;;;;
"Sébastien Loeb y   Gutiérrez confirman su participación en el Extreme E 2022, más que una carrera de autos eléctricos un movimiento ecologista alrededor del mundo.
El piloto francés estará al volante del X44 perteneciente al siete veces campeón de F1, Lewis Hamilton. https://t.co/8jjy2cfejr";1;;;;;;;;;;;;;;;;;;;;;;;;
Ya veo a Verstappen adelantando a Hamilton en uno de estos 2 adefesios ?????? https://t.co/NTLRy9Ahh7;1;;;;;;;;;;;;;;;;;;;;;;;;
@rblancafort ¿Y si Hamilton no volviera? ¿Tal vez cierto piloto vinculado a Mercedes se marcharía para ocupar su puesto, dejando libre ese al que aspira Piastri?;1;;;;;;;;;;;;;;;;;;;;;;;;
@elmejordelresto Para todos esos neófitos que claman que hamilton es el mejor de todos los tiempos, que Dios todo poderoso tenga piedad de sus almas ignorantes!!;-1;;;;;;;;;;;;;;;;;;;;;;;;
Estoy en una República que surgió desde la idea aristocrática, reforjada sobre la noción de Monarquía de Hamilton y que en sus orígenes, tiene al puritanismo y una tradición anglosajona del gobierno limitado. Sin embargo, ¿qué tiene que ver dónde viva?;-1;;;;;;;;;;;;;;;;;;;;;;;;
@jotalib_14 @Pablo_san22 @PpandeloF @SoyMotor @Max33Verstappen No veo nada mala la actitud de Hamilton, simplemente está en silencio son decir nada, ni bueno ni malo. Parece que está obligado a hablar y pienso que no, es una persona libre de hacer lo que quiera, no entiendo que hay que reprocharle, que deberia haber hecho?;1;;;;;;;;;;;;;;;;;;;;;;;;
"@Fran_Kaiser94 Totalmente de acuerdo en que se necesita un gran coche para ganar el campeonato. 
NADIE lo va a ganar con el quinto mejor coche. 
El tweet lo puse porque me pareció injusto (en este caso con Hamilton)";1;;;;;;;;;;;;;;;;;;;;;;;;
"Fernando Hamilton no es real, no puede hacerte daño:
Fernando Hamilton: https://t.co/rChWrJBlan";1;;;;;;;;;;;;;;;;;;;;;;;;
The human urge de cantar con voz distinta la parte de Hamilton y Angelica en Satisfied;1;;;;;;;;;;;;;;;;;;;;;;;;
@SoyMotor Mercedes y Haas en concreto Hamilton(ya se esta lia do entorno a si sigue o no) y Mazepin que saldra algo nuevo sobre el seguramente;1;;;;;;;;;;;;;;;;;;;;;;;;
"David Coulthard, subcampeón de #F1 en 2001, consideró que Toto Wolff fue quien más sintió la derrota de @MercedesAMGF1 en el #AbuDhabiGP. 

#F1enGP  

https://t.co/eE0VVPcPJd";1;;;;;;;;;;;;;;;;;;;;;;;;
No me has jodido la semana, me has jodido el año entero. Qué tiempos aquellos, ese equipo era más ilegal que el coche de Hamilton. https://t.co/aXaVrSpPHp;-1;;;;;;;;;;;;;;;;;;;;;;;;
@victorabadf1 a mi ma ha salido una luna de júpiter llena de volcanes, será por la furia que sintió Toto y Hamilton en Abu Dhabi 2021? :') https://t.co/V92zVMsNlG;-1;;;;;;;;;;;;;;;;;;;;;;;;
Viva Tom! Viva Hamilton! ?????? https://t.co/gSJWTiQcak;1;;;;;;;;;;;;;;;;;;;;;;;;
"@poeticamortal Hamilton en la morgue. Esa es la verdad cruda y no una mentira educada. ¿Ve la diferencia ? — cuestionó irónico—. 

No sé que espera que diga, no soy el hada madrina y haré que el crimen desaparezca con un bibidi babidi bu. Tampoco soy un político. Quizás, lo único que puedo »";-1;;;;;;;;;;;;;;;;;;;;;;;;
"@TraemeElHorizon @Pablo_san22 @PpandeloF @SoyMotor @Max33Verstappen Creo que lo de Abu Dhabi va a traer cola para muchos años, pero la actitud tanto de Mercedes como de Hamilton desde entonces ha sido lamentable e impropia de una marca y un piloto como ellos.
Y sí, Twitter debería servir para buscar el entendimiento. Por desgracia, no es la norma";-1;;;;;;;;;;;;;;;;;;;;;;;;
@formula_pitstop Hamilton y Russell no tienen el mismo estilo.;-1;;;;;;;;;;;;;;;;;;;;;;;;
"@TotalVelocidad Cada quien lo ve como lo quiere, los alonsistas siguen con el cuento que le hicieron algo horrible a Alonso que lo ""sabotearon"" y jamás aceptan que tenían de compañero a un nuevo prodigio y los resultados lo dicen todo

También de ridículos los fanboys de Hamilton, se ven ahora";-1;;;;;;;;;;;;;;;;;;;;;;;;
"Un texto de mi amigo Juan Pablo Sánchez donde hace un ejercicio de imaginar que Lewis Hamilton (que no creo que pase) decidiera no volver a la F1.

¿Quién lo sustituiría?

https://t.co/G1JDB1a3vS";1;;;;;;;;;;;;;;;;;;;;;;;;
"#ExtremeE | ?? Sébastien Loeb y la española   Gutiérrez continúan en la categoría con el equipo X44, propiedad de Lewis Hamilton ?????
https://t.co/GfoBg919dB";1;;;;;;;;;;;;;;;;;;;;;;;;
@victorabadf1 Estaba esperando uno de Hamilton al menos.;1;;;;;;;;;;;;;;;;;;;;;;;;
dear theodosia himno subestimado de hamilton;1;;;;;;;;;;;;;;;;;;;;;;;;
"Poquito se habla del """"""break test"""""" que le hace Hamilton a Fernando la vd https://t.co/YZsBYwaFsK";-1;;;;;;;;;;;;;;;;;;;;;;;;
Hamilton está dudando si volver a la F1 porque Max no se ha disculpado por no quitarse y poner una alfombra roja para que él pasara cómodamente  ?? … https://t.co/1rUZJLeLSJ;-1;;;;;;;;;;;;;;;;;;;;;;;;
A medio día estresante de volver s mi fase Hamilton estoy;-1;;;;;;;;;;;;;;;;;;;;;;;;
FIA: 19 posiciones de Penalización a Verstappen por chocar a Hamilton. https://t.co/ji1gssoq9V;-1;;;;;;;;;;;;;;;;;;;;;;;;
@FernandoSued1 @mecoturbo1981 @joseedilio @VDSM11 @guillermofloren @ElvisLD2520 @raultorresf Lo mismo de siempre con Hamilton, es el que golpea y quiere hacer creer que fue el otro. Un sucio. Esta temporada no le va a salir...;-1;;;;;;;;;;;;;;;;;;;;;;;;
"¿Qué significa esta misteriosa publicación  de Mercedes sobre Hamilton?

https://t.co/REsICdyy8k

44 días desde la final del Mundial y aún sin noticias de Lewis Hamilton!";-1;;;;;;;;;;;;;;;;;;;;;;;;
"@itsjorpa_10 @TS_Armengol veo mucha gente diciendo que ""Mercedes tenía 20cv"" más, que básicamente el merito es de ellos. A ver una cosa, la F1 es 50/50, hay que tener coche y manos, y Hamilton es el ejemplo exacto de eso, por mucha potencia que le dieran, si fuera malisimo, no le sirve de nada. El supo(+)";1;;;;;;;;;;;;;;;;;;;;;;;;
@jotalib_14 Nada que no saben más que llorar, mira que a mi Hamilton como piloto y persona no me cae mal pero lo de esta gente es insoportable acaban sacando lo peor de mí, al final te hacen pensar que Masi lo hizo todo absolutamente bien.;-1;;;;;;;;;;;;;;;;;;;;;;;;
"@borja_zazo Fue el fantasma de Hamilton

Que netcode ni que leches ??";-1;;;;;;;;;;;;;;;;;;;;;;;;
Ethan Hamilton. Mi jugador. https://t.co/9GihGYCRwC;1;;;;;;;;;;;;;;;;;;;;;;;;
@Ladesbergonsada En futvol, la inmortalidad de cangrejo, hacer cálculos matemáticos, xq sinooo uno termina como hamilton ??????;-1;;;;;;;;;;;;;;;;;;;;;;;;
el verdadero QUE HOMBRE es lewis hamilton hermanas;1;;;;;;;;;;;;;;;;;;;;;;;;
"Supongamos que hamilton regresa.
Sabemos que ahora no solo va a batallar con verstappen ya sabemos que tendrá que pelear con: bottas, russel,verstappen, y posiblemente con el piloto chino para ganar su octavo título.( se viene una temporada interesante ¿no lo creen?)#Hamilton #F1";1;;;;;;;;;;;;;;;;;;;;;;;;
@Arteymas_ Un genio;1;;;;;;;;;;;;;;;;;;;;;;;;
@RAMIROMARRA @cnnradioarg @cronica @lanacionmas @Radio10 ¡LA LIBERTAD AVANZA ES UN HECHO! GRACIAS RAMIRO GENIO!;1;;;;;;;;;;;;;;;;;;;;;;;;
Mira que venir a decir que D4mon no está a la altura del genio musical de ella, DALE POR FAVOR. Que no lo conozcan ni a su carrera dice más de ustedes que de el. Me agotan.;-1;;;;;;;;;;;;;;;;;;;;;;;;
"@rojas_cerron @PedroCastilloTe @BancadaPLibre @VLADIMIR_CERRON @PERU_LIBRE1 @MariaAguerogut1 @JaimeQuito6 No tarado ese periodista es así con todo el mundo, x eso Keiko nunca le daría una entrevista xq la destruyen igual, más bien quien fue el ""genio"" quien dijo que era buena idea eso....";-1;;;;;;;;;;;;;;;;;;;;;;;;
@ManuSuarez16 O el tío es un genio, o tiene un problema grave. Para mi, sin término medio.;-1;;;;;;;;;;;;;;;;;;;;;;;;
De q llevo dos horas en el aeropuerto y estoy que exploto de mal genio.;-1;;;;;;;;;;;;;;;;;;;;;;;;
LA BELLEZA DE LOS DISEÑOS DE MITSUYA, GENIO, ÍDOLO https://t.co/ONPkEfd5Bx;1;;;;;;;;;;;;;;;;;;;;;;;;
@Gustavo46027887 Genio Lopez Murphy un Liberal de verdad!;1;;;;;;;;;;;;;;;;;;;;;;;;
@ticnt_ El hecho de que me guste la música asiática no tiene nada que ver con que hable por mi país, genio v;-1;;;;;;;;;;;;;;;;;;;;;;;;
el genio https://t.co/hDRkieKa7Z;1;;;;;;;;;;;;;;;;;;;;;;;;
Ya llego el genio de la comedia ??, que chingue su reputisima madre viejo payaso;-1;;;;;;;;;;;;;;;;;;;;;;;;
@GuiihSmile genio de ti;1;;;;;;;;;;;;;;;;;;;;;;;;
@Chunilda Genio ese wn que hace esos análisis de la putisima;1;;;;;;;;;;;;;;;;;;;;;;;;
@sangarciacorre Es un genio!!!;1;;;;;;;;;;;;;;;;;;;;;;;;
@gastonmassenzio No creo q eso hubiera pasado, un genio kurdt;1;;;;;;;;;;;;;;;;;;;;;;;;
"Los apóstoles eran muy diferentes en hábitos y genio. Entre ellos estaba el recaudador de impuestos Leví Mateo y el fogoso zelote Simón, intransigente enemigo de la autoridad de Roma; el generoso e impulsivo Pedro y el mezquino Judas; Tomás, que era sincero, aunque tímido y";1;;;;;;;;;;;;;;;;;;;;;;;;
@Lucasmillo99 @mey40z @ElJulianismo @Encuest4sFutbol Se lesiono hace 4 dias genio jajajaja estas hablando boludeces.;-1;;;;;;;;;;;;;;;;;;;;;;;;
Si supieran el genio tan hijueputa que me manejo, dejaría de parecerles lindi??;-1;;;;;;;;;;;;;;;;;;;;;;;;
  va a viajar a Rusia que está a punto de entrar en guerra con Ucrania y enfrentada con USA, con quién Argentina tiene que acordar para cerrar el tema FMI para evitar el default... genio de la geopolítica...;-1;;;;;;;;;;;;;;;;;;;;;;;;
La gente dice que soy de mal genio... Me va a tocar explicarles con plastilina que se llama carácter fuerte a esos @#$%@, que desespero!;-1;;;;;;;;;;;;;;;;;;;;;;;;
@gabriellcr15 QUE GENIO ??;1;;;;;;;;;;;;;;;;;;;;;;;;
"El genio del complotismo / Georges Goubert
https://t.co/ub5dkORVAV
?? Like y Comparte";-1;;;;;;;;;;;;;;;;;;;;;;;;
Fua el genio diabólico y sociópata del pibe. https://t.co/zCFbcrvTyk;-1;;;;;;;;;;;;;;;;;;;;;;;;
?? Curiosidades que no sabías sobre Salvador Dalí: un genio único y excéntrico... https://t.co/cEw8qZMgbO;1;;;;;;;;;;;;;;;;;;;;;;;;
@latinus_us ¡Diantres! Un verdadero genio. ??????;1;;;;;;;;;;;;;;;;;;;;;;;;
@xTheFocuSx GENIO;1;;;;;;;;;;;;;;;;;;;;;;;;
GENIO https://t.co/0SlVf0qwHW;1;;;;;;;;;;;;;;;;;;;;;;;;
que genio que es charlie garcía;1;;;;;;;;;;;;;;;;;;;;;;;;
@YojanValencia Por qué vos o alguien tiene absoluta certeza, demostrable y comprobable mediante pruebas y evidencia concluyente, quien puso o no puso, manipuló o no manipuló el jugo. Cierto? Posees conocimiento que ni el mismo juez del caso tiene. Sos un genio!;-1;;;;;;;;;;;;;;;;;;;;;;;;
@Politica_LR La tía Rosa Minera Petroleo ya no puede con su genio. Señora, si quiere que en una democracia representativa no gane el que no le gusta entonces vaya a fundar su propio pais.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@Alejand02707680 @nicovillegas8 Genio. Respeto, ponerla en primer lugar , muestra de amor. Ya no hay gente así de sencilla y así de genuina . Toda mi admiración.;1;;;;;;;;;;;;;;;;;;;;;;;;
el nivel de mal genio con el que me desperté hoy no se lo aguanta ni el putas;-1;;;;;;;;;;;;;;;;;;;;;;;;
El PRECIO dice... no aclares q oscurece, genio de la vida. https://t.co/86RIcPXqmM;-1;;;;;;;;;;;;;;;;;;;;;;;;
@gian  Eso si que es Amor Puro!! Lo Amo a ese pequeño! Un Genio! ??????;1;;;;;;;;;;;;;;;;;;;;;;;;
Batallo con tener hambre y ganas de comer y cuando sucede peleo con alguien y se me quita. Que mal genio tan hpta.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@SebitaGtta @Cherry38606177 @PamJiles No lo entiendo Genio... Porque no hubo cuarto retiro y la inflación subió igual... Explícame eso... Para entender... Porque si soy de poco entendimiento... Y una mente superior como la tuya talvez pueda Iluminar me...;-1;;;;;;;;;;;;;;;;;;;;;;;;
@luanrx_ genio*;1;;;;;;;;;;;;;;;;;;;;;;;;
@josefante Le importó más la cachera que el hecho de que su esposo fuera el genio detrás del caso Nóos.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@jplchile @sebastianpinera Y kien fue el genio ke se le ocurrió votar por separado el aporte a los beneficiarios de DDHH?;-1;;;;;;;;;;;;;;;;;;;;;;;;
Qué genio es este hombre https://t.co/3F076psoQn;1;;;;;;;;;;;;;;;;;;;;;;;;
@DecanoDecuna Feliz cumpleaños genio!! Espero hayas pasado un fantástico día, abrazo franjeado siempre!!;1;;;;;;;;;;;;;;;;;;;;;;;;
tio tony es un genio, deja guapa a María y me deja guapa a mi, es q???? le amamos;1;;;;;;;;;;;;;;;;;;;;;;;;
@catanovski un genio payton!;1;;;;;;;;;;;;;;;;;;;;;;;;
@ ACOSTAB Por eso mismo genio abren las escuelas más gente en el trasporte público;-1;;;;;;;;;;;;;;;;;;;;;;;;
@YoAmoAlTrece @balfederico Genio !!!;1;;;;;;;;;;;;;;;;;;;;;;;;
@Ellacuriaga @VLADIMIR_CERRON @soyfdelrincon Eres un genio, deberías ser candidato al premio Nobel;1;;;;;;;;;;;;;;;;;;;;;;;;
al fin el cocinero genio de tiktok esta recibiendo el reconocimiento que se merece, es mi puto padre;1;;;;;;;;;;;;;;;;;;;;;;;;
@genio_0306 @camiimagnet Te pegaste las medias https://t.co/83WcCvLr31 entiendes lo que lees,te ríes y desconoces las realidades que no son las tuyas.Te quedas sin argumentos y casi me roteas?Congratulations you're 100% ñuñoino.BTW no estoy mal,never been better ??;-1;;;;;;;;;;;;;;;;;;;;;;;;
"@DanSurasshu Afro latino....
En otras palabras dice que todos los negros son afrodecendientes?
Un genio...
Pense que nadie podria ser tan pelotudo y esta persona se tomo mi pensamiento como reto https://t.co/a14Ek7Tenl";-1;;;;;;;;;;;;;;;;;;;;;;;;
Genio!!!!! https://t.co/r8PNIr8AUt;1;;;;;;;;;;;;;;;;;;;;;;;;
Recupero este hilo como homenaje a Sean Payton en su salida. Nunca he visto una jugada tan indefendible en la NFL. Un genio!! https://t.co/bJdcXgQaHg;1;;;;;;;;;;;;;;;;;;;;;;;;
@AleJare Eres un genio infravalorado;1;;;;;;;;;;;;;;;;;;;;;;;;
“¿Triunfar hoy? O eres un genio o un corrupto”: Piketty explica el siglo XXI https://t.co/zF83I43NH1;1;;;;;;;;;;;;;;;;;;;;;;;;
Grigori Perelman, el genio matemático que resolvió uno de los 7 problemas del milenio y se retiró del mundo - BBC News Mundo https://t.co/muTvBFTsky https://t.co/Px5kW0BkjB;1;;;;;;;;;;;;;;;;;;;;;;;;
#abuelonchostoty @abuelonchos atracando a la máquina genio... El otro era ljumberg, pero de la emoción no saque bien la foto https://t.co/CC0TJcLRtd;1;;;;;;;;;;;;;;;;;;;;;;;;
"@mimari91698281 Genio y figura... También con las camisetas ??????
#CanYaman 
#CanYamanMania 
#ViolaComeIlMare 
#SembraStranoAncheAMe https://t.co/t4g88jADkk";1;;;;;;;;;;;;;;;;;;;;;;;;
@ChartsRicky @ricky_martin Genio kikito ??????;1;;;;;;;;;;;;;;;;;;;;;;;;
@rodgvarda @biobio Ok genio.;1;;;;;;;;;;;;;;;;;;;;;;;;
@EGBrancciari respetá a los músicos como vos. Qué tiene de malo Mai y Ricky? sos mejor que ellos? mirá que te agrandaste genio...;-1;;;;;;;;;;;;;;;;;;;;;;;;
@Ausias_11 Genio.;1;;;;;;;;;;;;;;;;;;;;;;;;
@aldonzadiego Que genio !! Me encanta!!;1;;;;;;;;;;;;;;;;;;;;;;;;
@FerParets Arranca por la derecha el genio del fútbol mundial;1;;;;;;;;;;;;;;;;;;;;;;;;
@LucioASuarez @inakiigutierrez genio, el problema no es que las empresas suban el precio porque el valor es ese, el problema es el sueldo que no se actualiza acorde a la inflación y así te quedas más pobre. El gobierno genera inflación imprimiendo billetes a lo loco y eso nos hace la vida imposible a todos.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@juanmata8 @ManUtd Genio!????;1;;;;;;;;;;;;;;;;;;;;;;;;
@_yolimerino_ soy un puto genio supongo https://t.co/3rEgTvSYi1;1;;;;;;;;;;;;;;;;;;;;;;;;
Gracias a Harold Alva Viale, poeta y editor cultural del @ExpresoPeru por publicar mi artículo sobre #JuanRamírezRuiz https://t.co/COhsSnG9N3;1;;;;;;;;;;;;;;;;;;;;;;;;
@_UnaiSG Tienes mi genio que más quieres;1;;;;;;;;;;;;;;;;;;;;;;;;
@Mixwell @KNOK1 Gracias por todo genio;1;;;;;;;;;;;;;;;;;;;;;;;;
@RiverPl73095612 @saquenasushijos @DaniHraz @MDGAteam @DiarioOle Genio, a nivel económico no tiene comparación pero claro que tiene contactos y demás,   por ejemplo antes de ser presidente tenía contactos con mucha gente poderosa del mundo.;1;;;;;;;;;;;;;;;;;;;;;;;;
@EmilioRocher Genio!;1;;;;;;;;;;;;;;;;;;;;;;;;
@RibolziJorge Feliz cumpleaños Ruso querido!!! Lo mejor en tu día y siempre genio!!!;1;;;;;;;;;;;;;;;;;;;;;;;;
@Milenio No ma!!! Que genio!!!! ??????;1;;;;;;;;;;;;;;;;;;;;;;;;
"@ValentiEsteban Entonces como no tienen garantía, se van a una pensión, de donde los echan el mismo día.
Genio
(Pobre don Alfredo...)";-1;;;;;;;;;;;;;;;;;;;;;;;;
@Independiente @BochiniOficial Genio   !!!!!! Gracias  !!!!!! @fedecaiiiii  !!!!!!;1;;;;;;;;;;;;;;;;;;;;;;;;
@AtaqueFutbolero Tenia la calidad tecnica de un genio, pero el futbol no es solo eso. Es actitud, personalidad, liderazgo y de eso le faltaba mucho. Sino se hubiera quedado toda la vida en madrid...;-1;;;;;;;;;;;;;;;;;;;;;;;;
@SanManukiMartir Un genio que me ha hecho disfrutar a lo grande;1;;;;;;;;;;;;;;;;;;;;;;;;
Mi genio ???? https://t.co/cnTTTO5J9C;1;;;;;;;;;;;;;;;;;;;;;;;;
@maxipatri @OficialCAP Sos un genio Maxi;1;;;;;;;;;;;;;;;;;;;;;;;;
@VerdadCensurada Ya mi suscribí a su canal. Es un genio. Pero yo no se hacer éso, lo pueden comprender mejor los hombres y realizar esa especie de protección o paliativo. Pregunta: se pueden escuchar la radiación de estas antenas nocivas?...;1;;;;;;;;;;;;;;;;;;;;;;;;
que pinche genio traigo hoy;1;;;;;;;;;;;;;;;;;;;;;;;;
@pi314_noticias @robpalazuelos Genio, sabes mucho. Pero cuando escribas hazlo con elementos;-1;;;;;;;;;;;;;;;;;;;;;;;;
@SanabriaAlejo2 @valepiccato_ Serás genio vos eh;1;;;;;;;;;;;;;;;;;;;;;;;;
Adivinen quien se levantó d mal genio porque sintió que no fue suficiente tiempo de siesta? ??????;-1;;;;;;;;;;;;;;;;;;;;;;;;
@mimmynx vdd, un genio.;1;;;;;;;;;;;;;;;;;;;;;;;;
Se entiende que la cuota es fijada dependiendo de los ingresos del padre, pero aún así no deja de darme cierto mal genio leer esos valores tan absurdamente inflados. https://t.co/aqh2hDB8R1;1;;;;;;;;;;;;;;;;;;;;;;;;
@ane____________ Un puto genio;1;;;;;;;;;;;;;;;;;;;;;;;;
@BochiniOficial @Independiente Feliz cumple bochini un gran jugador el diego te admiro y sos un genio;1;;;;;;;;;;;;;;;;;;;;;;;;
@cprocuna Al parecer estaba leyendo que se tomará ya sea 1 o hasta más años sabáticos (dicen reporteros americanos) pero igual lo defino como un genio;1;;;;;;;;;;;;;;;;;;;;;;;;
@Sapapote @ChemyCabral Genio;1;;;;;;;;;;;;;;;;;;;;;;;;
#AmloElMejorPresidenteDelMundo todo un genio ?? https://t.co/VFNDbI1wnd;1;;;;;;;;;;;;;;;;;;;;;;;;
@Patr0na_ Eso ser una genio. Que Yo la bendiga????;1;;;;;;;;;;;;;;;;;;;;;;;;
@Jonadmex1 @TradingLatino Ni la más palida idea tengo jaja... Pero no me hago el genio del mercado.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@genio_0306 @sox2390 @MiyamMusashi @regulovalentin Veía calle 7 y  a veces se pasaba al noticiero en TVN y colocaban cosas.. pero luego entre a la uni y perdí el gusto por ese programa. Era bueno por los juegos;1;;;;;;;;;;;;;;;;;;;;;;;;
@Gatosylvestre Al default ellos pusieron al país en 4 años son caraduras y se hacen lo desentendidos de todo este de Negri por favor por esta clase de gente la Argentina está como está gato te sigo siempre un genio.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@Di3goLro @dqv218 Petróleo qué cierto genio dejó vendido para poder usar ese dinero .;-1;;;;;;;;;;;;;;;;;;;;;;;;
@liberalaca @jgalemparte sectario yo?. Acá el unico sectario eres tu mismo. Yo hablo por mi y nadie mas. Y no, no voy a dejar de comportarme como tal, PORQUE ESO SOY, GENIO CONCHETUMADRE. libertarado reculiao inutil, no sirven para nada, solo para autochuparse el glande ??;-1;;;;;;;;;;;;;;;;;;;;;;;;
¡Qué viva la Coalición Centro Esperanza! ¿Querían emociones? Ahí las tienen… las mías: esperanza, vergüenza, risa, alegría, mal genio y así… cositas varias;1;;;;;;;;;;;;;;;;;;;;;;;;
@TamaJerez Jajajajaj sos lo más;1;;;;;;;;;;;;;;;;;;;;;;;;
La raza más tontita de los tontos la conforman esos que por cualquier cosa te dicen que sos hurrero. No entienden ni lo que publicás pero ahí estan como bobotontos repitiendo absurdos.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@zafarrancho57 @FranciscoPerer1 @camboue Seguramente sos tan corto que no Tenes ni la más mínima idea de lo que es tener una empresa, algo propio. Serás uno de los que vive del Estado.;-1;;;;;;;;;;;;;;;;;;;;;;;;
FLACO SOS UN PE LO TU DO, DIOS NO TE CANSAS DE SER TAN IMBÉCIL?? ENCIMA TU VIEJA ESTÁ ENFERMA Y A VKS TE ENOJA MÁS NO PODER SALIR POR DIEZ DÍAS PORQUE COMO PRLOTUDO QUE SOS TE HICISTE EL VIVO Y NO TE QUISISTE VACUNAR??????????!!¡?¡¡¿¡?;-1;;;;;;;;;;;;;;;;;;;;;;;;
@CarlosMaslaton Está mucho más cerca Milei que Espert de JxC. Vos lo sabés, pero igualmente lanzás estos disparates para provocar, porque necesitás atención. Y el desplome del Bitcoin te tiene mal. Ojalá Milei se libre pronto de vos. Sos un salvavidas de plomo.;-1;;;;;;;;;;;;;;;;;;;;;;;;
Me acabo de acordar que el domingo una mina le estaba haciendo viento a Mateo con un abanico y él le dijo “SOS LO MAS GRANDE QUE HAY DESPUÉS DEL DIEGO” https://t.co/psEYitpnhC;1;;;;;;;;;;;;;;;;;;;;;;;;
Te dan una patada en el orto, pero ojo, vos sos la mala!! Jajaja lo que me hiciste no te lo perdono más!;-1;;;;;;;;;;;;;;;;;;;;;;;;
@karen11_gt jajaja literal mi cielo, por eso ni idea tenes de la cara que te están viendo jajjaja hay cosita , no sabes cada que me doy cuenta me da risa, no por lo que te hacen , si no por  la cara de pndja que te ven y vos solo lo confirmas nada más quw lo sos jaja https://t.co/ILpwZT7Vyv;1;;;;;;;;;;;;;;;;;;;;;;;;
@pablosm31 @leavovchuk @Hachita @RacingClub Socio 021454 5.. vos qué socio sos? No existis amargo, increíble que siga habiendo hinchas como vos.. seguro sos lo que vas contra algún equipo importante y después no va más.. das asco.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@SofiBAlonso Jajajajajaja dios, sos lo más;1;;;;;;;;;;;;;;;;;;;;;;;;
primero si fueses su verdadera fan no lo usarias para tuits arma bardo, segundo el te patearia al ver que hateas interacciones de dos miembros que ama y tercero no sos la mas adecuada a hablar de ant!s si seguis a minchu y a cecilia,, free los tres de esta clase de enfermas https://t.co/ysgQDYpXEn;-1;;;;;;;;;;;;;;;;;;;;;;;;
Nada más te pido que te quedes conmigo, porque sos lo que necesito;1;;;;;;;;;;;;;;;;;;;;;;;;
"@felipegalzaga Yo soy lesbiana y he reclamado, más cuando lo hace el gobierno. Como cuando ponen en un cuestionario, en genero, si sos mujer, hombre, lesbiana, gay... y tenés que elegir una sola cosa.
Términos hay para todos, como para que pongas a las lesbianas fuera de la categoría mujer.";-1;;;;;;;;;;;;;;;;;;;;;;;;
@maxifirtman @reygazu Es una alternativa fantástica si sos emprendedor o si tenes un local y queres expandirte a otro barrio y queres evitarte el costo de poner otro local, con todo lo que eso implica en este pais... Mas todavía si el grueso de tus ventas son delivery.;1;;;;;;;;;;;;;;;;;;;;;;;;
Todo lo que tenes a tu alrededor, vale 10 veces menos de lo que valía en el 2018. Sos 10 veces mas pobre que hace 4 años.;-1;;;;;;;;;;;;;;;;;;;;;;;;
@neitogore SOS LO MAS;1;;;;;;;;;;;;;;;;;;;;;;;;
@pabloalboran @silvialehop Jajajaja no no, sos lo más! Jajaja;1;;;;;;;;;;;;;;;;;;;;;;;;
"@lverlsser t amo t amo t amo t amoooo sos lo más lindo q tengo en mi vida &lt;3";1;;;;;;;;;;;;;;;;;;;;;;;;
@GustavoEtaraz Tomo nota. Tu capacidad de lenguaje te delata. Sos lo más!;1;;;;;;;;;;;;;;;;;;;;;;;;
@sofimendezz Pero buenooooo vas a quedar mas potra de lo que sos, si es que es posible??;1;;;;;;;;;;;;;;;;;;;;;;;;
@liztrry Por qué? Si sos lo más;1;;;;;;;;;;;;;;;;;;;;;;;;
@xmmmilo Es que justamente el calor que tienen los NFTs no es por el arte en si. Sino que lo optienen por la importancia de ese NFT. Tanto si sos propietario o creador de un NFT querés que de haga más conocido así gana valor;1;;;;;;;;;;;;;;;;;;;;;;;;
@JavierJiguacel @es_septimo @HugoLuisG @victorfyt El gas domiciliario aumentó durante tu gestión 1200%, te llamaría inútil, pero ningún inútil llega a ese cargo, muyy por lo contrario cómo uno más del mejor equipo de los últimos 50 años, sos otro cipayo vende patria;-1;;;;;;;;;;;;;;;;;;;;;;;;
